char,unicode,standard_rank,block_reason,resolution_class,next_required_action,approved_radical,approved_strokes,approved_agent_structure,approved_agent_struct_type,source_model_presence,current_index_recoverable,decoded_current_index,decoded_ext,write_status,database_status
垏,U+578F,6781,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,399,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
荖,U+8356,6783,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1366,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
荁,U+8341,6784,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1345,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
荙,U+8359,6785,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1369,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
茽,U+833D,6788,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1341,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
荄,U+8344,6789,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1348,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬜬,U+2C72C,6791,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
荓,U+8353,6792,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1363,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𦰡,U+26C21,6794,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㭕,U+3B55,6797,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
柷,U+67F7,6798,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,503,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
枹,U+67B9,6801,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,441,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
栐,U+6810,6802,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,528,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
柖,U+67D6,6803,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,470,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郚,U+90DA,6804,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,730,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
剅,U+5245,6805,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1093,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䴓,U+4D13,6806,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
迺,U+8FFA,6807,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左下包,8,present,True,506,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
厖,U+5396,6808,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左上包,5,present,True,1430,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
砆,U+7806,6809,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,518,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
砄,U+7804,6811,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,516,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
耏,U+800F,6812,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,527,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䶮,U+4DAE,6814,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,上下,1,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昺,U+663A,6819,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,58,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𪾢,U+2AFA2,6820,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昽,U+663D,6821,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,61,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
盷,U+76F7,6822,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,247,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
咡,U+54A1,6823,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1697,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
咺,U+54BA,6824,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1722,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昳,U+6633,6825,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,51,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昣,U+6623,6826,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,35,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昤,U+6624,6828,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,36,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昡,U+6621,6830,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,33,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昪,U+662A,6832,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,42,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
虷,U+8677,6833,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,119,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
虸,U+8678,6834,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,120,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
哃,U+54C3,6835,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1731,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峘,U+5CD8,6836,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1752,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峛,U+5CDB,6838,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,1755,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𪨰,U+2AA30,6839,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峗,U+5CD7,6840,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1751,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峧,U+5CE7,6841,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1767,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
帡,U+5E21,6842,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,33,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
钘,U+9498,6843,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1688,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫓧,U+2B4E7,6844,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬮,U+2CB2E,6846,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬱,U+2CB31,6847,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬭,U+2CB2D,6848,missing_current_model_row,requires_index_allocation_and_source_row_insertion_plan,"8105 character is absent from the current 20,902-row runtime model; no current index/ext can be preserved.",,,左右,3,missing,False,,,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
秬,U+79EC,6853,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,1004,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
俫,U+4FEB,6854,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,491,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
俙,U+4FD9,6857,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,473,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
俍,U+4FCD,6858,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左右,3,present,True,461,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
垕,U+5795,6859,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,上下,1,present,True,405,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
衎,U+884E,6860,missing_approved_radical,requires_standard_radical_and_stroke_join,"Approved Agent structure exists, but radical/stroke evidence is blank and must be joined before CNBE32 bitfields can be recomputed.",,,左中右,4,present,True,590,0,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
