char,unicode,standard_rank,status,block_reason,block_detail,approved_agent_structure,approved_agent_struct_type,implementation_queue,required_before_source_write,human_decision_id,source_table_write_status,database_rebuild_status
纮,U+7EAE,6638,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
驲,U+9A72,6639,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫘜,U+2B61C,6640,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
纻,U+7EBB,6641,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬘘,U+2C618,6642,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𫘝,U+2B61D,6643,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
纼,U+7EBC,6644,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玤,U+73A4,6645,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玞,U+739E,6646,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
玱,U+73B1,6647,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邽,U+90BD,6649,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
邿,U+90BF,6650,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
坥,U+5765,6651,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
坰,U+5770,6652,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
坬,U+576C,6653,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
坽,U+577D,6654,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
弆,U+5F06,6655,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
䢼,U+48BC,6657,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𦭜,U+26B5C,6658,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
茋,U+830B,6659,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
苾,U+82FE,6661,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
枅,U+6785,6663,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㭎,U+3B4E,6664,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
枍,U+678D,6666,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
矼,U+77FC,6667,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
匼,U+533C,6669,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左三包,7,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬨂,U+2CA02,6670,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬀩,U+2C029,6671,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬀪,U+2C02A,6672,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
旿,U+65FF,6673,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昄,U+6604,6675,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昒,U+6612,6676,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
昈,U+6608,6677,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
咉,U+5489,6678,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
咇,U+5487,6679,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
咍,U+548D,6680,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
岨,U+5CA8,6683,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
岞,U+5C9E,6684,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
峂,U+5CC2,6685,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㟃,U+37C3,6686,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
𬬩,U+2CB29,6688,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
钖,U+9496,6691,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
牥,U+7265,6692,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
垈,U+5788,6694,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,上下,1,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
侁,U+4F81,6695,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
侹,U+4FB9,6696,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
佸,U+4F78,6697,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
佺,U+4F7A,6698,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
㑊,U+344A,6700,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_current_model_row,No current CNBE32 index/ext can be preserved.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
侂,U+4F82,6701,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
侘,U+4F98,6703,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郈,U+90C8,6704,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
舠,U+8220,6705,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郐,U+90D0,6706,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,radical_resolution_blocked,"position-sensitive: left 阝 is 阜, right 阝 is 邑; source does not preserve side.",左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
郃,U+90C3,6707,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
攽,U+653D,6708,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
肸,U+80B8,6710,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
狝,U+72DD,6713,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
饳,U+9973,6714,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
炌,U+708C,6717,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
沺,U+6CBA,6720,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
泂,U+6CC2,6721,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
泜,U+6CDC,6722,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
泃,U+6CC3,6723,FORCE_APPROVED_BUT_NOT_COPIED_DATASET_PATCHED,missing_approved_radical,Approved packet has no radical for CNBE32 radix.,左右,3,CNBE32_FORCE_APPROVED_BLOCKER_RESOLUTION_PLAN_CANDIDATE,fallback_radical_or_index_strategy,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
